,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
813612,6266475,HP350491,05/22/2008 03:16:17 PM,007XX N LOREL AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1524,15.0,37.0,25.0,08B,1140544.0,1904294.0,2008,02/04/2016 06:33:39 AM,41.893472121,-87.75928469,"(41.893472121, -87.75928469)"
813613,6266670,HP353574,05/24/2008 12:00:00 AM,095XX S STATE ST,0810,THEFT,OVER $500,STREET,False,False,511,5.0,21.0,49.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813614,6266671,HP354449,05/23/2008 02:00:00 PM,082XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,613,6.0,21.0,71.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813615,6266672,HP354457,05/23/2008 10:00:00 PM,123XX S NORMAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,523,5.0,34.0,53.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813616,6266673,HP354452,05/24/2008 03:30:00 PM,002XX W 23RD ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,False,False,2111,2.0,25.0,34.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813617,6266678,HP355424,05/24/2008 04:00:00 PM,060XX N MENARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1611,16.0,45.0,11.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813618,6266679,HP355455,05/24/2008 05:00:00 PM,002XX E OHIO ST,0810,THEFT,OVER $500,STREET,False,False,1834,18.0,42.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813619,6266680,HP356646,05/26/2008 12:40:00 AM,021XX N RICHMOND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1414,14.0,35.0,22.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813620,6266681,HP356639,05/26/2008 12:45:00 AM,023XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,STREET,True,False,1431,14.0,1.0,22.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
813621,6266682,HP357137,05/26/2008 10:50:00 AM,059XX W WABANSIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2531,25.0,29.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813622,6266683,HP355671,05/25/2008 01:00:00 AM,025XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,False,False,1414,14.0,35.0,22.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813623,6266684,HP357274,05/26/2008 12:15:00 PM,023XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2515,25.0,37.0,19.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813624,6266686,HP355864,05/25/2008 02:20:00 PM,060XX W GEORGE ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,False,False,2511,25.0,29.0,19.0,03,,,2008,08/17/2015 03:03:40 PM,,,
813625,6266688,HP357282,03/05/2008 09:00:00 AM,039XX S MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,False,True,214,2.0,3.0,38.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813626,6266689,HP357305,05/25/2008 11:00:00 AM,110XX S AVENUE N,0820,THEFT,$500 AND UNDER,OTHER,False,False,433,4.0,10.0,52.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813628,6267255,HP352122,05/23/2008 01:36:43 PM,051XX W MONROE ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,False,False,1533,15.0,28.0,25.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813629,6267360,HP354135,05/24/2008 04:00:00 AM,0000X W ELM ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1824,18.0,42.0,8.0,06,1175998.0,1908093.0,2008,02/04/2016 06:33:39 AM,41.90317204,-87.628960576,"(41.90317204, -87.628960576)"
813632,6267695,HP352860,05/23/2008 07:30:00 PM,015XX W HOWARD ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,False,False,2422,24.0,49.0,1.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813633,6268037,HP355386,05/24/2008 05:00:00 PM,059XX N KOSTNER AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,1711,17.0,39.0,12.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813635,6268723,HP356148,05/25/2008 04:00:00 PM,009XX N FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,1311,12.0,26.0,24.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813636,6269185,HP358644,05/26/2008 07:30:00 PM,072XX S FRANCISCO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,831,8.0,18.0,66.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813637,6269186,HP358963,05/24/2008 12:00:00 PM,017XX W HENDERSON ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,False,1924,19.0,32.0,6.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813638,6269187,HP358587,05/27/2008 02:00:00 AM,021XX S KARLOV AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1012,10.0,24.0,29.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813639,6269188,HP356972,05/26/2008 05:45:00 AM,033XX W WASHINGTON BLVD,0810,THEFT,OVER $500,CONSTRUCTION SITE,False,False,1123,11.0,28.0,27.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813640,6269273,HP356848,05/26/2008 01:00:00 AM,014XX W 105TH PL,0810,THEFT,OVER $500,STREET,False,False,2212,22.0,19.0,72.0,06,1168548.0,1834804.0,2008,02/04/2016 06:33:39 AM,41.702223448,-87.658439527,"(41.702223448, -87.658439527)"
813642,6270043,HP359509,05/27/2008 02:00:00 PM,001XX W NORTH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1821,18.0,43.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813643,6270046,HP359441,05/26/2008 01:30:00 PM,003XX W SCHILLER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1821,18.0,27.0,8.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813644,6269744,HP357341,05/24/2008 03:00:00 PM,022XX S STEWART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2111,2.0,25.0,34.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813645,6269770,HP356933,05/26/2008 12:01:00 AM,031XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,922,9.0,11.0,59.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813646,6269771,HP357115,05/25/2008 09:30:00 AM,010XX W CATALPA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,2023,20.0,48.0,77.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813647,6269772,HP355721,05/24/2008 05:00:00 PM,003XX N DEARBORN ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1831,18.0,42.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813648,6269773,HP357079,05/26/2008 12:30:00 AM,063XX S MAJOR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,812,8.0,13.0,64.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813649,6269792,HP357360,05/26/2008 12:00:00 AM,039XX N JANSSEN AVE,0810,THEFT,OVER $500,STREET,False,False,1923,19.0,47.0,6.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813651,6270042,HP359068,05/24/2008 05:00:00 PM,099XX S ABERDEEN ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",RESIDENCE,False,False,2232,22.0,34.0,73.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813652,6270067,HP358191,05/26/2008 09:30:00 PM,031XX E 133RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,433,4.0,10.0,55.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813653,6270094,HP358447,05/25/2008 03:00:00 PM,015XX E 68TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,332,3.0,5.0,43.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813654,6270149,HP358489,05/26/2008 07:00:00 PM,013XX N PULASKI RD,0810,THEFT,OVER $500,STREET,False,False,2535,25.0,27.0,23.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813655,6271320,HP354200,05/24/2008 01:05:00 PM,010XX E 130TH PL,2027,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),False,False,1523,15.0,37.0,,18,,,2008,08/17/2015 03:03:40 PM,,,
813656,6271620,HP196886,02/27/2008 09:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813658,6271775,HP360591,05/27/2008 10:00:00 PM,011XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2311,19.0,46.0,3.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813659,6271777,HP364132,05/29/2008 10:50:00 PM,031XX W FULLERTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1414,14.0,26.0,22.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813660,6271778,HP364149,05/29/2008 11:05:00 PM,021XX N HUMBOLDT SD,0330,ROBBERY,AGGRAVATED,SIDEWALK,False,False,1414,14.0,35.0,22.0,03,,,2008,08/17/2015 03:03:40 PM,,,
813661,6271908,HP360287,05/27/2008 09:40:00 PM,104XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,512,5.0,9.0,50.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813664,6272134,HP354467,05/24/2008 05:11:14 PM,003XX N WHIPPLE ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,False,False,1331,12.0,27.0,27.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813665,6272207,HP353937,05/24/2008 12:30:00 AM,073XX S RACINE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,734,7.0,17.0,67.0,08A,1169587.0,1856300.0,2008,02/04/2016 06:33:39 AM,41.761189159,-87.65401376,"(41.761189159, -87.65401376)"
813666,6272587,HP344694,05/19/2008 02:50:00 PM,007XX N SACRAMENTO BLVD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,OTHER,True,False,1313,12.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813667,6272655,HP343030,05/18/2008 03:20:00 PM,075XX N WINCHESTER AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,2424,24.0,49.0,1.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813668,6272669,HP344294,05/19/2008 12:41:00 PM,048XX W GLADYS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,1533,15.0,24.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813670,6273218,HP361088,05/28/2008 10:30:00 AM,0000X E LAKE ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,122,1.0,42.0,32.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813671,6273219,HP361117,05/20/2008 09:00:00 PM,003XX W 35TH ST,0870,THEFT,POCKET-PICKING,SPORTS ARENA/STADIUM,False,False,925,9.0,11.0,34.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813672,6273221,HP362419,05/28/2008 11:00:00 PM,059XX N ROCKWELL ST,0820,THEFT,$500 AND UNDER,OTHER,False,False,2011,20.0,40.0,2.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813673,6273222,HP361062,04/26/2008 09:00:00 AM,008XX W MONTROSE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2313,19.0,46.0,3.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813674,6273223,HP362420,05/29/2008 12:00:00 AM,015XX E 76TH ST,0560,ASSAULT,SIMPLE,STREET,False,False,411,4.0,5.0,43.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
813675,6273224,HP361080,05/28/2008 10:00:00 AM,057XX W EDDY ST,0810,THEFT,OVER $500,STREET,False,False,1633,16.0,38.0,15.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813676,6273225,HP358557,05/26/2008 01:00:00 PM,021XX W RICE ST,0810,THEFT,OVER $500,STREET,False,False,1312,12.0,32.0,24.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813677,6273226,HP362430,05/29/2008 07:00:00 AM,019XX N AUSTIN AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,2513,25.0,29.0,25.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813678,6273227,HP361067,05/26/2008 07:00:00 AM,030XX N RACINE AVE,0810,THEFT,OVER $500,STREET,False,False,1932,19.0,44.0,6.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813679,6273390,HP354589,05/24/2008 06:31:00 PM,070XX S CLYDE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,False,False,331,3.0,5.0,43.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813682,6273549,HP338830,05/16/2008 12:30:00 PM,068XX S INDIANA AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,322,3.0,20.0,69.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813683,6273565,HP339107,05/16/2008 02:40:00 PM,078XX S DOBSON AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,True,False,624,6.0,8.0,69.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813684,6273686,HP331740,05/12/2008 03:40:00 PM,074XX N SEELEY AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,2424,24.0,49.0,1.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813685,6273731,HP346294,05/20/2008 01:11:00 PM,006XX S INDEPENDENCE BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,1133,11.0,24.0,27.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813686,6273737,HP346744,05/20/2008 04:08:47 PM,057XX S CHRISTIANA AVE,2022,NARCOTICS,POSS: COCAINE,OTHER,True,False,822,8.0,14.0,63.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813687,6273825,HP348140,05/21/2008 11:00:00 AM,038XX W GRENSHAW ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,True,False,1133,11.0,24.0,29.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813688,6274287,HP360566,05/28/2008 12:01:00 AM,053XX W BERTEAU AVE,0810,THEFT,OVER $500,STREET,False,False,1624,16.0,38.0,15.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813689,6274302,HP360614,05/28/2008 03:00:00 AM,030XX W 21ST PL,0810,THEFT,OVER $500,STREET,False,False,1022,10.0,24.0,30.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813690,6274570,HP128928,01/16/2008 03:00:00 PM,053XX S SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,911,9.0,14.0,63.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813691,6274571,HP362448,05/29/2008 12:00:00 AM,024XX W WARNER AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1912,19.0,47.0,5.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813692,6274572,HP362421,05/28/2008 06:00:00 PM,097XX S YALE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,511,5.0,21.0,49.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813693,6274573,HP362455,05/28/2008 10:00:00 PM,015XX W PEARSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1323,12.0,1.0,24.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813694,6274574,HP362460,05/29/2008 12:00:00 AM,059XX S NARRAGANSETT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,811,8.0,23.0,64.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813695,6274575,HP360556,05/27/2008 09:00:00 PM,106XX S AVENUE G,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,432,4.0,10.0,52.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813696,6274576,HP362438,05/28/2008 08:00:00 PM,061XX S WOODLAWN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,314,3.0,20.0,42.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813697,6274577,HP356917,05/26/2008 03:00:00 AM,016XX W MONTVALE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2234,22.0,34.0,75.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813698,6274578,HP362447,05/29/2008 12:00:00 AM,015XX W HADDON AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1323,12.0,1.0,24.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813699,6274579,HP362484,05/28/2008 03:00:00 PM,008XX E BOWEN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2123,2.0,4.0,36.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813700,6274580,HP362497,05/13/2008 04:00:00 PM,0000X W WASHINGTON ST,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,False,False,113,1.0,42.0,32.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813701,6274582,HP360636,05/27/2008 11:00:00 PM,035XX N GREENVIEW AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,1923,19.0,44.0,6.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813702,6274583,HP362472,05/12/2008 03:40:00 PM,003XX W 118TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,522,5.0,34.0,53.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813703,6274584,HP358712,05/26/2008 03:00:00 PM,100XX W OHARE ST,0890,THEFT,FROM BUILDING,AIRPORT/AIRCRAFT,False,False,1651,16.0,41.0,76.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813704,6274895,HP362547,05/28/2008 08:30:00 PM,009XX W HURON ST,0810,THEFT,OVER $500,STREET,False,False,1323,12.0,27.0,24.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813705,6275013,HP348367,05/21/2008 01:09:00 PM,047XX W OHIO ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,True,False,1111,11.0,28.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813706,6275031,HP348374,05/21/2008 01:33:00 PM,048XX W OHIO ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,True,False,1532,15.0,28.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813707,6275041,HP348467,05/21/2008 02:29:00 PM,082XX S COTTAGE GROVE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,True,False,631,6.0,8.0,44.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813708,6275243,HP365437,05/29/2008 06:30:00 PM,0000X E 8TH ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,132,1.0,2.0,32.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813709,6275244,HP365864,05/30/2008 07:15:00 PM,004XX E WALDRON DR,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,133,1.0,2.0,33.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813710,6275442,HP351036,05/22/2008 07:56:02 PM,006XX N AVERS AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1122,11.0,27.0,23.0,08B,1150608.0,1904027.0,2008,02/04/2016 06:33:39 AM,41.89254873,-87.722329806,"(41.89254873, -87.722329806)"
813714,6275980,HP363325,05/29/2008 01:00:00 PM,048XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,231,2.0,3.0,38.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813715,6276034,HP363355,05/28/2008 06:00:00 PM,071XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,735,7.0,17.0,67.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813717,6276604,HP350128,05/22/2008 11:15:00 AM,062XX S ROCKWELL ST,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,True,False,825,8.0,15.0,66.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813718,6276627,HP350561,05/22/2008 01:27:00 PM,055XX S KILDARE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,True,False,813,8.0,13.0,62.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813719,6276940,HP346065,05/20/2008 10:55:00 AM,049XX W GLADYS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,1533,15.0,24.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813721,6277455,HP363603,05/29/2008 04:50:00 PM,017XX N ORLEANS ST,0810,THEFT,OVER $500,STREET,False,False,1814,18.0,43.0,7.0,06,1173660.0,1911775.0,2008,02/04/2016 06:33:39 AM,41.913327988,-87.637438714,"(41.913327988, -87.637438714)"
813722,6277536,HP364282,05/30/2008 12:45:00 AM,026XX N WILTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,False,False,1933,19.0,43.0,7.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813723,6277611,HP352178,05/23/2008 01:30:00 PM,086XX S EUCLID AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,412,4.0,8.0,45.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813724,6277617,HP352181,05/23/2008 12:29:00 PM,025XX E 79TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SMALL RETAIL STORE,True,False,422,4.0,7.0,46.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813725,6277623,HP352230,05/23/2008 01:58:00 PM,047XX S CALUMET AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,224,2.0,3.0,38.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813728,6278062,HP367666,05/31/2008 06:00:00 AM,063XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1711,17.0,39.0,12.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813729,6278063,HP367612,05/31/2008 04:37:00 PM,034XX W FULLERTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1413,14.0,26.0,22.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813730,6278064,HP368362,06/01/2008 01:30:00 AM,034XX W NORTH AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,True,False,1422,14.0,26.0,23.0,04A,,,2008,08/17/2015 03:03:40 PM,,,
813731,6278085,HP366303,05/30/2008 11:15:00 PM,054XX W HENDERSON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1633,16.0,38.0,15.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813732,6279044,HP366996,05/30/2008 10:10:00 PM,073XX S EVANS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,323,3.0,6.0,69.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813733,6279909,HP370167,06/02/2008 03:50:00 AM,029XX N SEELEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1913,19.0,1.0,5.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813734,6279960,HP369775,05/29/2008 08:00:00 PM,077XX S PAXTON AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,414,4.0,7.0,43.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
813736,6280934,HP368904,06/01/2008 11:30:00 AM,023XX W LE MOYNE ST,0560,ASSAULT,SIMPLE,OTHER,False,False,1424,14.0,1.0,24.0,08A,1160628.0,1909920.0,2008,02/04/2016 06:33:39 AM,41.9085179,-87.685366857,"(41.9085179, -87.685366857)"
813737,6281495,HP370647,06/01/2008 04:45:00 PM,092XX S EGGLESTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2223,22.0,21.0,73.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813741,6282010,HP370918,02/15/2008 01:00:00 PM,015XX E 53RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,2132,2.0,4.0,41.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813742,6282011,HP371026,06/02/2008 08:40:00 AM,019XX W WINNEMAC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2032,20.0,47.0,4.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
813743,6282025,HP371989,06/02/2008 09:00:00 PM,012XX N DEARBORN ST,0810,THEFT,OVER $500,STREET,False,False,1824,18.0,42.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813744,6282107,HP369805,06/01/2008 08:35:00 AM,010XX W 108TH PL,0810,THEFT,OVER $500,RESIDENCE,False,False,2234,22.0,34.0,75.0,06,1171081.0,1832857.0,2008,02/04/2016 06:33:39 AM,41.69682573,-87.649221018,"(41.69682573, -87.649221018)"
813747,6282624,HP371756,06/02/2008 07:30:00 PM,057XX S LAFLIN ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,713,7.0,16.0,67.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
813748,6282625,HP371765,06/02/2008 08:30:36 PM,015XX W BIRCHWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,False,False,2422,24.0,49.0,1.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813751,6283236,HP244667,03/26/2008 11:22:00 AM,004XX S KILBOURN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1131,11.0,24.0,26.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813754,6283677,HP374373,06/03/2008 10:00:00 PM,036XX N OKETO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1631,16.0,36.0,17.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813755,6283679,HP374999,06/04/2008 10:50:00 AM,024XX N ELSTON AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,1432,14.0,32.0,22.0,06,,,2008,08/17/2015 03:03:40 PM,,,
